review_id,product_id,review_title,review_body
1294427,B0002D01PY,Got this for my Boss Loop Station.,"I got this for my Boss Loop Station, but it doesn't work very well.  I keep hoping I'll find something it DOES work well with..."
1388197,B000P46NMK,Awesome Environment - Fun to Play,"The game has no real difficulty setting so I won't comment as to whether or not you will find it difficult or not - probably depends upon how many games you play and how well.  I will say that the interactive environment is one of the best I have seen and a major feature of fun factor in this game.  Almost any wall can be scaled and you can surf across rooftops as you like.The game has less of a strategy component than other RPGs and the mission style is pretty linear.  Every mission is some sort of assassination so they can become pretty repetitive.  Some of the later missions seemed much easier than I would have thought that they should be - especially in comparison to earlier missions.The story is pretty cool and draws just enough facts from history to remain plausible.  The graphics are great and controls not too hard to get used to.  My only complaint - and it is a common one these days - is that the ending is setting up for a sequel and nothing else.  The storyline doesn't end when the game does.Buy the game, have fun with the environment and try solving the missions in different ways.  I found, when I went back, that many missions can be accomplished in varying ways and some were much easier than others."
1303180,B005VM5Z5C,Ignore the tempting price - TOO SMALL for any guitar!,"Hi Folks! OK, this thing is cheap. That's cool. But a cheap item you can't use is money thrown away. Before buying this I had read various reviews of some folks liking it and others saying it's too small. Well, I want to clear this up once and for all. IT IS TOO SMALL! Specifically, it is too short to reach across all six strings if you go past the third fret or so (depending on your guitar), AND it doesn't open wide enough to be able be slid down past the third fret, even on a skinny neck. This thing really is a puzzler. I mean, who the hell would make capos this size, especially when they could've made capos that actually fit for the same production price and sold them at the same price? Someone somewhere is just plain ass stupid. HOWEVER, a positive from this whole mess is that I finally found a capo to use with my ukulele, and for way cheap, ha ha. But if you are looking for a capo for a guitar of any size, this is utter garbage. Cheers!"
3734332,B00B1YWGV0,Too Gross,"My dogs liked these treats, but I thought they were gross. They had thick fat all over them and I didn't even want to touch them. I have gotten this treat from other places and they are usually not gross, as all the outside stuff has been removed. I would not recommend these to anybody."
1311408,B00002SWA1,Heh heh heh..huh huh huh...,"This game is good in capturing the shows feel. It's sick, twisted, and still, fun. When your Gwar tickets get eaten, puked back up, and sent through a lawnmower you got to track down each piece. In doing so you explore the town that Beavis and Butthead lives in and interact with many familure faces if you watch the show. Fun, yet, hard game to beat. Love it none the less, worth the buy no matter if you're pro-Beavis and Butthead or not."
3751377,B0014FKI1Q,Mediocre - top not sealed,"The tolerances on the threads of this container are poor.  Granted, it is quite inexpensive and the consumer can only expect so much at this price point.  I have tested about a dozen of these containers sold at various retail outlets.  Not a single one could be tightened such that I was unable to squeeze air out of it.  While this may not be a problem for highly viscous oil, other more volatile compounds which may contaminate the oil could leak out.Ironically, you can purchase a similarly sized kitty liter container at Aldi for the same price.  Use the litter for an oil absorbent if you don't own a cat."
2638494,B000095WW8,Great DVD,"Bruce Willis and the cast are at their finest in this tale of rescue.Lots of war action, and I highly recommend this, if you like war flicks and great story lines."
3632887,B000JQALA4,My Pomeranians love their Greenies!,"I give my 2 boys a Greenie every day and all I have to say is &#34;Do you want your Greenie&#34; and they come running!  As a dental hygienist, I'm all for any product that will help promote good dental health to my doggies.  And I'm happy they are made in the USA!"
1590487,B001FA1S5U,Yuck,"I like this company but this product just wasn't good.  I actually fed the remaining boxes to my cats and they didn't care for it either.  Try their peanut butter cookies, great."
1838314,B000002LFZ,"Powerhouse Team: Lindsey, Christine and Stevie","Fleetwood Mac went from being a little known blues rock group with tons of  admiration to the biggest pop/rock stars of the seventies and parts of the  eighties with the additions of Christine McVie, Lindsey Buckingham, and  Stevie Nicks.  Each of them brought not only personal ideals of music into  the group but enchanting rock songs that laid a spell on an era.  Let's go  through the selections of songs that each member is known for as  signatures.Buckingham is a brilliant guitar player with a great plucking  style.  The words of his music are often personal and very engrossing.  Lindsey is known for everything from heartbreak of &quot;Go Your Own  Way&quot; to a powerful combo of drums extravaganza that is  &quot;Tusk&quot;.  I personally really like the modern big pop twist on a  journey for Miss right on &quot;Big Love&quot;.  Not only are writings  introspectively great, but his playing really gave the group a great rock  sound that isn't to light or to soft.  His influence as a producer is felt  all over this collection.Christine really sent the group into the  stratosphere of pop hits.  Simple but elegant little nuggets of AOR  goodness like &quot;Say You Love Me&quot; and &quot;Over My Head&quot; are  cute accounts of romance yet very upbeat and not to encompassing.  Light  touches of eighties wonder are found on &quot;Everywhere&quot; and  &quot;Little Lies&quot;.  You wonder if the latter was about her  relationship with ex-husband and bass player John McVie after years of  divorce.  The songs have that simple quality of not being too much, but  making you think a little.  While you might find her pieces on love a  little bit thought provoking, something like &quot;Don't Stop&quot; is just  uplifting and positive with that great rock sound.Last but certainty  not least is the great little gypsy herself Stevie Nicks.  Her mesmerizing  arrangements captured something special in the band and the era of the  seventies.  Her music become some of the most intoxicating of the band's  with spooky sounds yet still staying very much into the groove of there big  rock/pop sound.  &quot;Rhiannon&quot; is darkly hypnotic and the guitar  arrangement reflects that.  This sound of sincerely fascinating lyric and  sound continued on everything the heart pouring &quot;Gypsy&quot; to the  light California rock of &quot;Dreams&quot; (most certainty about Lindsey).  She created a very unique sound with the group that can't be copied.  Listen to her solo records, which are worlds apart from this sound.Much  credit should also go to the great playing of founders Mick Fleetwood and  John McVie and their willingness to evolve with each record to sounds of  the seventies and eighties radio yet still keeping to their roots.  The set  is full of great rock songs that aren't too loud but aren't wimpy either.  The group has made a great pop rock sound that can't be duplicated.  A must  have set for lovers of the band and just anybody interested in the  seventies and eighties.  I do know that &quot;newer&quot; Fleetwood tracks  with &quot;newer&quot; members are no here, but those are honestly though  away.  The band lost it's edge big time when Lindsey left."
1299984,B0018TC3I4,A Complete Joke,"Don't buy this Chinese piece of crap if you really need a three guitar stand. It is barely workable for two.It is easy to set up, but the way the neck brackets are arranged you are only going to get two guitars comfortably on it and even then guitars can still slip off the stand even when you tighten the little rubber thingies on top to hold the neck in place. And you absolutely  have to keep that tight or your guitar will at some point turn sideways and fall to the floor/ground.The best thing these stands are built for are V Type guitars such as my Jackson Rhoads as long as you can put them back to back. For Les Paul and Strat type axes, their rounded lower bout curvatures make them prone to slipping on the narrow, stick like feet of the stand, especially when they are new. You can't tilt the feet up to try to lend more stability to the way the guitars hang because the feet won't support enough weight to make that possible. So this thing utterly fails in its designation as a three guitar stand. If you just gotta buy something from On Stage, get the double hang because there is more separation between instruments and so it ends up being better balanced. But really, you should just pass entirely on either the triple hang or the double hang.This is definitely a case of one gets what one pays for."
1859589,B0000634ID,Where has she been all my life?!,"This girl is amazing. A nice breath of refreshing amazing multi-talent that is absent in many of the acts of today's R&B/pop world. She is without a doubt different from and should not be compared to those other R&B/pop clones out there. For more reasons than just one, she reminds me of some of my other favorite talented singers out there like Jewel, Tracy Chapman, and India.Irie. She doesn't do measly parts in co-writing, she WRITES the songs and boy do the lyrics have intelligence and meaning! Things you can relate to, and no cliches that make you want to cringe. Some people may missunderstand her first single ""Oops (Oh My)"" as a dirty song without taking a second listen. It's NOT about sex, it's about feeling confident in the way you look which is something I can relate to. She sings well, is a percussionist, and my favorite trait of all- she PLAYS the guitar! How cool is that? I love how she's able to blend my two favorite kinds of music together- southern R&B and alternative rock. Each song sounds different from the next and you'll get a surprise each track. Every single song is great and the chill of her sweet southern voice adds a touch to it. My favorite songs are the ballad ""My Place"" and the alternative rock-based ""Hotel"". The only thing I could have done without was the presence of guest Bilal's irritating vocals on ""Best Friend""; it just totally ruined the mood. For all of you Ashanti-boppers out their, this album may not for you. This album is more focused towards a more mature audience that appreciates uniqueness and talent. I also really like Missy Elliot, so I did like her bonus track ""Big Spender"". It's really tight and has sort of a circus-like atmosphere. It sounds different from the rest of the album, though."
152849,B00BSDSDSO,A brand you can always trust,I like Spigen because they R&D; everything here in Bay Area CA. Also they're high quality build product from Korea. Those from China no where come close. I use this with Neo Hybrid case. The fitment is perfect. The 0.28mm is wayyy better than the old version 0.4mm. It also comes with 3 &#34;Home&#34; button sticker to raise up the Home button. Apply the glass itself is easier than my expect. However make 100% sure you're in a clear environment with you apply it. You've got ONE shot and that's it.It's a most have for every single smartphone on the market. $40 buys you confident and wayyyy less than replacing a broken screen.
191789,B00IX2VGFA,Excellent quality,"I received this product for review, and am delighted at the high quality of this cable. I can't have too many lightning cables. I have several Apple products that I like to keep charged at home, plus I like to carry a few with me when I travel or go to work. I've decided that this will be one that stays at home. It is the thickest of all my cables, very durable, and works to full effect. The length is just right--6 feet.I am able to charge my iPhone 5, which has an Otter Box Defender case (no problems with insertion), my iPod 5th generation, and my iPad 4th generation with a Bolkin case. The cable end that inserts is a little larger than the Apple brand one, but it caused no problems. I can sync and charge quickly. The price is higher than the Amazon cable (which I own and like), but it is much thicker, and worth the extra bucks. I use my Amazon cable for portable purposes now (because it is thinner, and therefore easier to store and takes up less room). For home, this one can't be beat."
1702625,B00008QCO8,Bostitch PN100 Palm Impact Nailer,"Bostitch PN100 Palm Impact Nailervery good, purchased when I was building a deck. Did tingle the hand after being used a long time but got the job done quik and easy"
246503,B000GAZ0QI,"Crumbly and dry! I usually like thinkThin, but these suck.","I trust the reviews and so many people liked these. I got these quickly, they look fine on the outside. I don't know why these were so stale. Love the peanut butter ones. These were just painful, old school nasty."
1296583,B0002H0A3S,won't use anything else,"These are the best strings I've ever put on my guitar, I play a really nice Morgan Monroe Creekside and these strings give it the fullness it deserves. The bright highs, the rich mids, and they bend like crazy when I need them too"
259393,B000KFZ2JY,"Good support, but ripped first time I used them","They must be making these cheaper than they used to. My current pair has lasted 5 years but were starting to get really grungy. Decided to get another pair. Used these for a heavy chest workout and the support they provided was fine. When I undid the strap though, one of the velco fasteners ripped right off so now it's unusable."
3624086,B000ELUQQS,"Good idea in theory, but didn't work for us.","This thing sounded like a great product--only having to clean the box every two weeks (with two cats)? Sign me up! Unfortunately it didn't really work out, for a number of reasons.1. The cats really didn't like it. The noise and movement of it spooked them, so they avoided it most of the time. They also didn't like the crystal litter.2. Using this as the only litter box for two cats didn't work. Even though our cats seem to use their boxes interchangeably, once we made this one the only box one of the cats started to do his business all over the house. That may also be a side effect of point 1.3. Speaking of crystal litter, the stuff made a MESS. When they did use the box, they tracked it out and the stuff is painful if you accidentally step on it in bare feet. It also got between the ScoopFree box and our bamboo floor and scratched it.  :(4. The box isn't really any easier to clean than a regular litter box. It's heavy and a pain to move around (which you have to do to get the 'cartridge' out. We also found that we had to clean the 'containment' area at least once a week anyway because it would start to stink.5. We felt guilty using this thing because of all the waste you generate and throw away what with all the packaging material on the 'cartridges'. Also they're EXPENSIVE.The thing does work, but we eventually replaced it with our old two plain jane boxes and both the people and the cats are much happier. It's a little more work, but a much better solution. Now we have to figure out how to get rid of a used ScoopFree box."
2070518,1566053978,MST3K: Manos The Hands of Fate(1966),"In 1966, director Harold P. Warren tried to make a popular horror film with a low budget and failed! Over the years, Manos The Hands of Fate has become a cult classic. Mystery Science Theater 3000 brought this turkey back into the limelight. Even Dr. Forrester and TV's Frank apologize for making Joel watch it! In Texas, a traveling family are stuck at a house run by a satanic cult. The film's most colorful character is Torgo. Manos suffers from many technical and artistic flaws. The movie was filmed with a 16mm camera. All the voices are looped by two men and a woman. The acting is very broad and hammy. Warren tacks creepy music and R&B songs onto the movie. The lighting in the film is not good. There's a stock shot of a snake from a Walt Disney movie that looks better than Warren's footage! Footage of sexy, nubile women wrestling in their underwear is used as filler. The Rhino DVD version of MST3K: Manos The Hands of Fate has a chapter menu and an MST3K outtake reel as extras."
3754537,B0028PJ10K,Works SUPER,The leveler works great for our 5th wheel. We went camping and we used these. Better then using blocks. The camper didn't move. We put them under the legs. For winter we will put them under the tires.
1629784,B004741202,Old Product Purchased through Amazon,The date on the packages I received suggested these were good until 2014.I suspect the unpleasant gritty white coating was caused by being stored in temperatures that were not conducive to keep the product stable.Of course buying candy eggs after Easter is risky and this is another example.
1379088,B000HKP88C,This Game Simply Has It All.,"Opening Statement...I know a lot of people don't like this game for the crudeness involved in it. But I think it is a great game with an endless amount of fun. I first purchased this game back when it first came out and played it until I beat it which is a job in itself. I thought the storyline was very cleaver and well thought of.Graphis...I think the graphics in this came are amazing in a big scale. I mean when you walk around looking at all the people you very rarely have people in the same area that look the same, I think the buildings the water everything from big to small is amazing. They all look real and have a good glare of realism to them as well. Overall I give the graphics 5/5Gameplay...The game play is pretty good. I mean there are endless posabilitis to what you can do with your character. All ranging from the single player to the muliplayer you can do an awful lot with this game, the gameplay is pretty straight forward not moving much from the older games so that is a good thing for people of the franchise. I rate this catagory 5/5Audio/Sound...I think this is a little lacking, The sounds of the guns sometimes don't fire, and sometimes i hear things that just don't make sense I mean I just can't put it together. Other then that the sounds of crashes and driving are all very good. I think they did a pretty good job with the whole game overall. I rate this catagory 4/5Final Thought...I think this game is a great one to have becase it deals with a lot of diffrent things you can do from single to muliplayer like I stated before. The graphics and audio are good as well. You can sit dowe and play this game for hours on end if you so well pelase to. There are many things ranging one what you can do. There are many weapons as well. This is a good game to have to play by yourself or to play with friends. I rate the game overall as a 4.5 out of 5.Go out and grab it!"
1621893,B003TRFSG2,"easy to use bottle, good flavor","I have to confess that I cannot taste the difference between this mayonnaise and any other quality mayonnaise I've tried.  While some might try to kid themselves that this is a healthier option because it uses olive oil instead of some other type of oil, mayonnaise is still a food best used with considerable moderation since it's basically just fat and sweetener.I like this squeeze bottle that's designed to be stored top down.  It's easy to squeeze out a small portion of product at a time."
1559329,B000HDI5O8,excellent pumpkin,"This is great-tasting pumpkin which I have baked as pumpkin pies and add to my pancake mixture. My second order arrived today via subscribe and save. It is very thick in the can, not soupy."
1783196,B003QKS4Z4,Has a mind of its own,I find this unit hard to trigger to come on. It goes off after about 4 minutes even with me walking about and I have to wave my arms to reactivate it. I've adjusted the 'eye' location and that has not helped. The unit is mounted in a utility room about 7 feet from the floor. No adjustable 'stay on' times.
394958,B003HH15K2,Good product and service,I've taken this for over a year for a Vitamin D deficiency due to digestive disease. It works. I get tested every 3 months.
1721633,B000BTF2AI,Hand Held Shower Head,"One of two reasons for my purchasing this particular shower head is that it is made by Moen, and that it has the longest tubing of any I have ever seen.  Most have a 76 inch hose, some have 80, but this is the only one I found with an 84 inch hose and it is truly worth the extra money, and being a Moen, it should last for years."
503871,B00B99P21S,Great BCAA supplement,Must have supplement for those who do serious workout.I take it during and after workout.Also I take it in the morning before my 30 min. cardio.
1299478,B000VJJQUU,best deal cheap cables,"the cables are great for the price cant go wrong I have not used them for a long time but so far no problems i ordered 6 more cables.don't buy this cables they keep failing, cheap material with WHAT I SPENT ON THEM YOU COULD BUY A COUPLE DECENT ONES"
319063,B001E0R25Q,Good for gas and bloating.,"Whenever my husband and i eat something that doesn't agree with us, we take this along with charcoal capsules and it usually solves most if not all our problems. And  i've always liked Natures Way, high quality products."
230491,B000AHCPEC,great.,Perfect in every way. Great for taking yohimbine. Doesn't taste bad. Good product. Very uniform. Seals well. Is a great capsuke all in all
492061,B009G6AYVY,Haven't noticed a difference,"Unfortunately, have not noticed any weight loss.  I've been using it for over a month, thought I would see something by now."
488130,B0091DS0U4,Love The Scent & Great 4X Cleaning,"This is a winning combination of a detergent.  First, it's 4X and it is super convenient, the polar opposite of the gargantuan jugs with spouts.  My wife would rather never see another one of those as, in our particular laundry room, they don't fit in the cabinet above the machines and they're ugly sitting on the machine.  So, this is the perfect solution...kind of like the iphone compared to an a first-generation bag phone.  This detergent is ""miniturized"" and packs a potent cleaning punch.  I get my shirts soiled and I've been favoring OXI treatment either in detergent or added.  This stuff doesn't need anything added when used as directed because my personal acid tests (my soiled shirts I wear in my repair business) come as clean as if I used additional OXI treatment.  Now, here's the run down:  stuff works, stuff is convenient due to 4X (use half or less), and the ""knock-out"" punch:  THIS STUFF SMELLS SO GOOD IT HARD TO DESCRIBE!  My wife and I think it may be the best smelling detergent we have ever used.  Keep in mind my wife is a GAIN acolyte.  So, next time instead of buying at that nameless den of alien hybridization big-box, spring for this and see if like us, you have just discovered a very winning detergent."
3720466,B006MUQZ8S,Good for specific needs,"I am not a fan of retractable leashes as a rule.  I have this one, and it is quite satisfactory, to allow a blind dog to range in an open, unfamiliar area, not for walks.  The belt type is superior to the corded one."
3758226,B004HCOE8Q,Did not see any difference on my '08 BMW,"As title says, I did not see any difference even after applying for long time. It would probably work better on older paints. Meguiar should have specified in the description, that this product is not recommended for good condition surfaces.I Do not recommend this one."
1300103,B0019QJW2G,"Yes! Easy to use, and fun for the whole family","These  work great! It's hard to write a review of strap locks without thinking you are wasting your time. You have a strap. You have a guitar. This locks them together. But, these do work really well. Compared to other brands, I find them easier to use and that is great after a couple of beers. Downside is that the strap is further out from the guitar than is generally considered (by me) to be aesthetically pleasing. But, this is true for most strap lock systems. So, I say go for it!"
1442538,B002I0IHIM,Poor,I could not get this game to adjust my mouse settings sufficiently to even play the game. Not up to the standard of the previous issues of Assasin's creed which is one of my favorite games.
3432941,B0085E44W8,"Linda's Thoughts on ""Guest House""","Didn't care for it, I am sure all the straight guys loved it. I am a straight woman, and felt this was made for straight men."
196665,B000052YBV,A Dentist Recommends This Product,"""Cushion Grip"" is a paste that is formulated to hold loose dentures in place for a long time - several days in fact (not that it is recommended to keep a denture in for days on end!).  Said another way, the paste has properties that allow it to remain retentive for several days.  I have recommended it to some of my denture patients (if they have a properly made denture, yet still need added retention).If you have to use excessive amounts of paste to keep a denture in, then the denture probably needs to be remade or relined (or perhaps an implant supported denture should be considered in cases of severe bone loss).konedog"
32284,B004BHDZIW,OK,Samsung could have done alot better.  The camera hole does not exactly line up and the silcon collects dirt and dust.Look for a better alternative.
2244930,6303122647,"creepy in a bad way, old OLD movie made 20 years ago","I hate Tim Burton, I think.  I do love Henry Sellick and I think his 'Coraline' is the BEST stop motion out there.  The nightmare before xmas is too creepy for me, just plain morbid.  In my humble opinion, one can tell this movie is 20 years old.  The 3D is not bad, but not spectacular either."
3674540,B002AV3NGA,It Works :-),"Easy to put on - fully adjustable - love that the sherpa is included to prevent cutting in the ""armpit"" - keeps you off the dog's neck while giving control"
1863569,B00008VOQM,"They may be great live, but ---","This is not a very good CD.  I bought it after reading a couple of reviews, and hey, the price is attractive.  The CD is a disappointment.  The band sounds kind of like an unmusical Iggy &amp; the Stooges.  There's a lot of sonic sludge over the course of the disc.  I didn't find anything I even halfway liked until track # 9, which is a little Pretenders-ish.  I spent less than half of the cost of a regular CD, but even then I felt like I wasted my money.  Two other comments: (1) It IS amusing that a band called the Yeah Yeah Yeahs have a song called &quot;No No No.&quot; (Even if the song is less than great.)  (2) I'm willing to forgive a bad CD cover if the music is good (like with The Coral), but this CD is bad, and geez, that's one awful CD cover!"
1557843,B000GKB07Q,"Great tasting chips, but contains hydrogenated oils","Probably my favorite chips of all time. A good crunch, a good amount of seasoning and flavor, and just the right amount of spiciness for me.. but knowing that it contains hydrogenated oils, eating it makes me feel extremely guilty.. can't let myself order anymore! Goodbye, my love."
3633778,B000KV61FC,Stupid Rope,The toy was not out of the box for 45 mins before our 6 month old lab/german shorthair chewed the rope in 1/2 ~ unbelievable!  Guess we will put a ball inside the jar like others have recommended or replace the rope.
3761897,B00G49NYKY,"Nice shine, easy to apply","I've used a few tire shine products before, although I couldn't tell you the name of them, but they always wash off with the first rain, or in the car wash. I was very surprised with the DUB U1319 Tire Shine, because it lasted through a week of east coast torrential rain. The product was easy to apply, has a convenient adjustable nozzle, and holds up well in bad weather. I would purchase this product again."
3704667,B004P8JNDI,Cats did not approve,"I have 2 cats and have been through half of a case of this stuff and they will not touch it.  Both cats will go up to the bowl, sniff it and walk away.  They each eat a can of wet food every night and have no issue eating other brands."
1530671,B00DV16N6U,Another good one,This is a classic ratchet clank game. It is also slightly darker than the others which I find enjoyable. You're a fan of the series give it a go.
3722171,B0070S6220,Sensational Dog Toy Wears Like Iron!,"Our two Old English Bulll dogs show no mercy when it comes to their toys - they go especially crazy for any kind of ball toy. Usually we stick pretty much with products by Kong and Nylabone - but this toy by West Paw has stolen their hearts as well as their jaws!The shape is innovative and both dogs walk around with half the ball sticking out of thir mouthes for hours. As for durability, again these wear like iron and keep their attention for long periods of time. I purchased two of the large one in tangerine and one in  aqua blue and they're both getting tons of play time and an equal amount of abuse!Highly reccomeded - especially if you have a hardcore, agressive chewer. Even if you have a NORMAL chewer this toy is bound to provide hours of fun. The price is great and if you're  Prime member you get Free two day shipping to boot."
1879492,B0026NWBY2,For Services To Buskers Everywhere...,"Clear as crystal is George Harrison's problem - the Beatles split up; stranding him in that undesirable limbo cruelly but accidentally moulded for musicians who for many years fall between two stools - high acclaim and undreamt of wealth off the back of two far more prominent artists, and personal creative frustration for the same reasons.Harrison got the scraps from Lennon and McCartney's table - and it has to be said - understandably.They'd throw him a bone occasionally, pat him on the head, and allow him a cameo; the results of which - more often than not - were dire. I'm thinking in particular of that awful Velvet Underground-with-sitars drear fest: 'Within You, Without You' - for John and Paul it was welcome respite from the hating.So it's not really surprising that his solo work exhibit's the same failings magnified. The VU name-check is appropriate: take away Reed and Cale and what would you have?Likewise, Harrison was too full of his own beans, caught up in his own (in his eyes) underestimated part of that hysterical Fab Four myth; straining to be let loose but ultimately not having the sand or natural born to back it up.Admittedly, 'Let it Roll' could've been better selected, but the arbitrary, obliging quality of what is presented, quietly but firmly defines the concept of solo Harrison as the mediocrity it really is.It's the most irritating kind of music: neither toe-curlingly awful (except for the dreadful 'Got My Mind Set On You') nor momentous and up-lifting.It's a music that offers little, but expects plenty in return. It's so middle-aged, passive and harmless - and therefore far, far away from the real spirit of rock 'n' roll - that you hardly remember listening to it. It kind of floats away on a breeze of timidity, helplessly envious of storms elsewhere.A couple of songs pass: 'My Sweet Lord' is just about ok, 'Give Me Love' is worth a foot-tap but genuine moments here are few and far between.I still think he's better than McCartney, who I loathe with a savagery that frightens me, and he's never getting near Lennon; but surely even the most blinkered, buy-everything Beatles devotee won't be hoodwinked by 'Let It Roll' and will sensibly treat it to the wide-berth it deserves."
2290226,630414427X,Caravaggio Bizarro,"Michelangelo Caravaggio was an important Italian painter who led a short, tumultuous life.  He surrounded himself with earthy street people who became the models for his paintings.If you're looking for a biopic about the life of Caravaggio, look elsewhere.  This chaotic and bizarre interpretation of his life by avant-garde director Derek Jarman is like seeing art history on a bad acid trip.  The story opens well enough around the year 1600, but I thought I was seeing things when I saw a man in a tuxedo.  I scratched my head at the calculator, but the motorbike and truck were too much.  The use of anachronistic images and odd sound effects (trains, crashing ocean waves) was too jarring and distracting for me.  There was little dialogue, the range of accents included cockney and Irish, and the narration made no sense.As a fan of Caravaggio's work, I did enjoy the scenes that showed models posing for his famous paintings, but the rest - a montage of unrelated scenes showing his depraved lifestyle - was just distasteful and speculative. Tilda Swinton made an impressive screen debut in the puzzling role of a street woman and a very young Sean Bean is interesting as her companion, but Nigel Terry was an off-putting Caravaggio.  Not recommended."
361437,B002GKEK7G,Half empty.,I haven't tried it yet.. but so far not pleased with the idea that it's half empty looking.. Especially for the price. Haven't tried it yet since miraculously the day it's delivered we have no milk..
1301608,B003D3OCD2,"Will fill a room, but has some quirks","I've been playing with my brother's Lunchbox and when he first plugged in for a jam at his house I thought he was joking. This amp can easily cut through drums, even in the close confines of his practice studio. Granted, I am not a heavy hitter, but we were messing around with come classic rock from the early 60s and this amp at three on the volume knob was plenty loud.The tone is very good, but not exceptional. It's not as clean as a Fender or Jazz Chorus, but it's still better than many of the amps I've listened to. If you want to make this a spectacular tome machine plug aBoss FBM-1 Fender '59 Bassman Pedalinto it.About the quirks. The ambiance knob is no substitute for reverb. It does give a hall-like sound as you increase it, but was designed to simulate an open back amp more than a true effect. The gain controls the input signal to the amp, and according to the manual is more like a soft overdrive. The volume level is solely controlled with the volume knob with the gain knob playing no real role in how loud the amp gets. Finally, the speaker switch on the rear is for turning the internal speaker on and off, not the speaker out circuit for routing the signal to an external cab. That means that you can use ths amp as a head by turning the 6.5 inch internal speaker off, or have it active with a cab as a set of external speakers in addition to the internal one.Plugging phones into the headphone jack will NOT turn off the internal speaker. You need to do that with the speaker switch. Personally I love that feature because you can also use the phones jack as an output to a PA with the amp's internal speaker still active.You definitely need to follow the instruction manual, and especially the advanced user's guide, or you may be initially disappointed. My brother returned the first unit he purchased because there was a pop when it was turned on or off, as well as a slight hum when it was idling. The replacement amp exhibited the same problems. However, if you follow the manuals (plural) you can prevent both problems. I mentioned quirks - the power on and off procedure and positioning the gain knob to the mid level are the keys to smoothing the amp out.Bottom line: this tiny amp packs a punch and has sound characteristics that have to be heard to believe. If you want true reverb you will need to plug in a pedal (check out theBoss FRV-1 63 Fender Reverb Pedalif you haven't already), but for small venues and practice rooms the ambiance feature is probably all you need. Do take the time to read the documentation before you start using it because when this amp is properly used it's simply amazing."
1634523,B004FHBRN8,Superb cookie,"Delicious cookies, love them . Not overly sweet, maintain their shape, satisfying to have one, but you will want to have another one right away.I have not had them crumble at all, ever."
1819603,B00FX38B5U,Pros & Cons,"I like the simplicity of the design and the ease of use of this WORKSHOP Wet/Dry Vacs.It's powerful. It easily sucks up water as well as nails and even a drill bit. Great capacity (4.5 gallons)!The wands and tools snap into place easily and hold firmly with locking tabs. They come off easily, too by simply pressing the same tabs.I like the built in accessory storage. The vac comes with crevice tool, dusting brush and utility nozzle, but more tools (car nozzle, wet nozzle and floor brush) are available for purchase.It's a blower -- you can blow leaves, but you'll have to pick it up by the handle since there are no wheels. It has a nice long cord. The hose itself expands from 2 feet to 7 feet for a long reach. (Also handy for blowing dust out of radiators or out from under the refrigerator.)While I do like the box configuration, it does invite sitting or stepping on, but there is a warning stamped into the top, &#34;Warning: do not step, stand or sit on vacuum.&#34; And this warning is actually hard to see.When I first opened the package, I couldn't find the directions. They were in the storage compartment. With the vacuum facing me, all I had to do was pull up firmly on the storage compartment cover tab. The side of the box does show the covers in the lifted position.The instruction book is quite clear, but there was one aspect of using the wet vac that had me a little confused at first. Where is &#34;the float?&#34; I finally figured out how to remove the &#34;Qwik Lock&#34; filter (page 7 in instruction book) and I was able to see the float mechanism inside its cage. If you turn the top upside down, the float will drop. Instructions give a warning to &#34;not operate without filter cage and float, as they prevent liquid from entering the impeller and damaging the motor.&#34; But nowhere in the instruction diagrams could I find the float labelled.Getting the large white filter bag over the ribs inside the drum was a bit tricky, but I finally did it. Only one filter bag comes with this vac.This wet/dry vac is made from very sturdy plastic. I prefer this to a metal canister since metal tends to rust.I like this product. If I were in the market for a wet/dry vac, this one would definitely be a contender."
3753262,B001O0CC1U,Great deal for the price!,"See Update Below original 4 star review.(Original:) Unless you are taking your vehicle to the track, and have a need to spend $60-100 for a set of fancy locking lug nuts, these will suffice! I have used these on several vehicles without a hitch, and they are a great buy for the money. Only reason for rating 4 stars is that there is always a little play in using the lug adapter, which makes torquing the lugs a little bit more a pain.(Update:) The last set of these I received had a ""Dud"" lugnut in the batch... That is, that the threading was either of a different pitch, or not threaded properly. Fortunately I caught it before attempting to forcefully thread the nut on, possibly ruining the stud as well... When one lug would not rotate by hand onto the stud I tried it on several others without avail. Instead of risking the stripping of a stud, I attempted to thread it on my spare wheel carrier (suspecting that the threading may have just had a bur on it,) where it required I would estimate in excess of 30lbft to rotate any bit past 1/3 turn. I am unsure if the quality control has just gone down hill, or whether this was an anomaly, but this could mean bad news for someone who is less experienced with vehicle maintenance, or uses improper procedures such as installing with an impact wrench."
2699939,B0001VL0K2,Booooooooooooooo  Shame On Hollywood,I pray to god that you all will lose all sales on Blu-ray. Another Hollywood gimmick.
190805,B00IKUT5JE,Love it!,I love that the connection parts are metal-covered which makes them sturdier.  I love the convenience of having this available to charge my iphone and ipad whenever I need to.  The cord is long enough that it can sit on my bed or nightstand and still plug in at the wall.  I think the little part that plugs into the wall is stylish and a little more decorative than the norm.  I also like that I can tuck these away in a pocket in my purse and take them with me so I can plug in and charge anywhere.
1555507,B000FK63SS,Scrumptious!,These is a delicious pasta to make homemade gluten-free lasagna.  Great texture.  My kids absolutely love this stuff--haven't missed whole wheat pasta in the least.  I feel better know it's gluten free.
